Text,Sentiment
South Korean shares gain more than 1 per cent as financials rally; won higher,1
Suggest to put money into PSU names from a long term perspective: Sudip Bandyopadhyay,1
"Technical check: Yes Bank on track to hit levels of 1000, says Reliance Securities",1
UB stocks gain up to 57 per cent so far this fiscal; outshine Sensex,1
Volkswagen shares bounce back from lows to show gain of 4% in late morning,1
Yes Bank Q3 up 30% YoY to Rs 540 crore; in line with estimates,1
8600-8620 levels to be key support area for Nifty in the coming days: Mitesh Thacker,1
Ajanta Pharma Q2 net up 20 per cent at Rs 100 crore on robust sales,1
Ambuja a good bet in the cement space; buy at levels of 210-211: Ambareesh Baliga,1
Anil Ambani Group firm Reliance Infra Q3 net profit jumps 26% at Rs 450 crore,1
Arun Jaitley hopes passage of amended insurance bill in Winter Session; Max India surges 10%,1
"Barclays sees possibility of guidance adjustment for IT cos in Q3; Infosys, TCS top bets",1
Bata India Ltd is a 'BUY' call with a target of Rs 1260: Mitesh Thacker,1
Cadila Healthcare stands out in pharma pack; expect co to clock 35-36% growth: Hemang Jani,1
Camlin Fine Science will see 60-70% jump in revenues in coming years: Daljeet Singh Kohli,1
"Citi maintains Sensex December-end target of 32,200, expects 24% upside for index by June '16",1
"Consumer names will find lots of investor support going ahead: Taher Badshah, Motilal Oswal AM",1
Consumption related stocks rally up to 1% on expected boost from 7th Pay Commission recos,1
Cummins: New CPCB norms and reduced dependence on imports make it a good long-term buy,1
"Dalmia Cement good buy at Rs 255, to attract a lot of attention: Mehraboon Irani",1
Economic Survey: India Inc average IPO size 31% up at Rs 827 cr in April-November,0
Environmental clearance for the Mundra SEZ a big relief for Adani Ports: P Phani Sekhar,1
HFCs can offer a CAGR return of 25% over the next few years: Deven Choksey,0
"Hike in the freight rates is a bold, bold step by government: Pankaj Pandey, ICICIdirect.com",0
ICICIs provisioning up 36% at Rs 850 crore; healthy CAR & CASA base offer comfort,1
"IndiGo flies to mcap of Rs 31,655 crore after listing at 12 per cent gain",1
Kansai Nerolac Paints Q2 net profit up by 40.62 per cent at Rs 72.66 crore,1
Kotak Mahindra Bank Q1 net up 43% at Rs 403 cr on core income rise,1
Marksans Pharma on a firm wicket; buy stock with a target Rs 132: Sharmila Joshi,1
"Mid tier IT stocks attractive from a 2-3 year period: Arindam Ghosh, Blackridge Capital Advisors",1
"Midcap space to benefit from new government initiatives, go for individual midcap names: David Pezarkar",1
Mumbai realty stocks rally up to 14% as ready reckoner rates go up by 20%,1
"Nano price hike a good news for the company: Fayeza Hafizee, Intime Spectrum Securities Ltd",0
Natco Pharma ends 5% higher as US Supreme Court invalidates rival Teva's patent for Copaxone,1
NIIT Tech reports over 70 per cent jump in net profit at Rs 68.2 crore,1
"On Dalal Street, midcaps are the new bluechips; to gain most in case of recovery",1
"Orient Cement surprises Street with Q4 results; stock jumps over 12% intraday, but ends flat",1
"Outlook for auto ancilliary stocks bright in medium to long term: Mayuresh Joshi, Angel Broking",1
Pressure on rupee continues on dollar strength; here's why RBI will not let it depreciate,1
"Railways Vote on Account 2014: Rail stocks gain ahead of budget, Titagarh Wagons up 2%",1
"Relaxo more attractive than Bata: Amit Khurana, Co-Head Equites & Head of Research, Dolat Capital",1
"Renewable energy theme looks attractive; opportunities may pan out after SEB restructuring: Pankaj Pandey, ICICIdirect.com",1
"Rise in US bond yields may direct realignment towards EM pack: Gaurav Mehta, Ambit Capital",0
"Samvat 2071 likely to remain volatile, but Sensex can rally 20% in next 12 months",1
"Stability may return to markets, 150 points run up possible: Deven Choksey, KR Choksey Securities",0
Tata Motors rallies over 3% to fresh life high on growth plans; top Sensex gainer,1
Wonderla Holidays debuts on NSE at Rs 160 apiece; 28% higher than its issue price,1
Blue Star doubles investors' wealth in last 1 year; can rally another 15% in two weeks,1
Cognizant posts its best figures in its 21 year history; shares surge over 8% on Nasdaq,1
Cognizant Q2 revenue up 16.5% at $2.52 billion; expects FY15 revenue growth of at least 14%,1
Cognizant Q3 profit at $397.2 million; raises full year revenue guidance to at least $12.41 billion,1
Continue trading with long side bias with stop at 8450 levels on Nifty : Mitesh Thacker,1
"Current rally is just one of many to come in 2-3 years: Neeraj Deewan, Quantum Securities",1
"Dewan Housing Finance Corporation aims raising $300 million via ECB, set to launch mutual fund business",1
Dish TV likely to touch Rs 150-160 levels in short term; buy on dips: Ambareesh Baliga,1
FIPB approval would be a key trigger for HDFC Bank's stock: Mayuresh Joshi of Angel Broking,1
Forward Markets Commission approves Kotak Mahindra Bank deal to buy 15 per cent stake in MCX,1
GMR Infra stock up over 2 per cent on bourses; m-cap up by Rs 157 crore,1
Gujarat Pipavav Port's expansion plans to make it a major container hub; stock likely to rise,1
"Household sectors will be market outperformers in quarters to come: Sandeep Shenoy, Anand Rathi Financial Services",0
"Infra proving to be achilles' heel for India story, stocks to rebound as economy mends: Experts",1
Insurance stocks surge up to 15%; 'rally to not sustain as positives of Bill priced in',1
"IOB rises over 17% as Q4 net sees 4-fold jump; Experts up bets, see 27% upside",1
"Jet-Etihad deal: Downside risk to aviation sector is ruled out, says Mayuresh Joshi of Angel Broking",1
"Midcap stock certainly will be the flavour of the season: Dipan Mehta, Member, BSE and NSE",1
Mix between RMC and bags is going to be very profitable for Prism Cement: Prakash Gaba,1
"Ongoing correction in China markets does not mark the end of bull run: Chris Wood, CLSA",0
Pantaloons to be top value creator in brands and apparel space over 3-4 years: Nitin Jain,1
"Probability of making easier returns at 4800, 4900 or 5000 much higher: Piyush Garg, ICICI Securities",0
SC order to affect metal and power sectors; but beneficiary in the long term: Mayuresh Joshi,0
"Some metal players stand to benefit as dip will attract new buyers: Prakash Diwan, Altamount Capital",1
Stop above 137 on Reliance Communications could give money on the short side:  Prakash Gaba,1
"Sun Pharma hits fresh 52-week high, gains over 8% intraday on plans to buy GSK unit",1
"Top 5 reasons why Street is cheering Infosys results; brokerages up target price to Rs 1,300",1
Trend will firmly remain on the upside as long as Nifty maintains 8050-8060 levels: Mitesh Thacker,1
Analyst positive on RIL post 41st AGM; see stock rallying up to Rs 1200 in a year,1
"Earning upgrades in H2 will give a good fillip to the market: Avinash Gorakshekar, Anagram Capital Ltd",0
"Great Eastern net profit up 10.5% to Rs 180.9 crore in Q1, total revenue at Rs 807.02",1
"InterGlobe Aviation best bet in aviation, can rally up to 20% in 6 months: P Phani Sekhar",1
"Kitex Garments another Page Inds in making, can be a multibagger in 5 years: Vikas Sethi, Finmart",1
Kotak Mahindra top bet in banking sector; likely to hit Rs 1550 in one year: Gaurang Shah,1
"Rakesh Jhunjhunwala bullish on NCC, buys 4 cr shares via rights issue & 6.5L in open market",1
"Stellar debut: SH Kelkar lists at Rs 222, a 23% premium to issue price of Rs 180",1
"TD Power to bag strong profits in the next 3 years: Girish Pai, Nirmal Bang Institutional Equities",1
"49% FDI in insurance a great move; positives will outweigh the negatives: Jagdish Malkani, Member, NSE & BSE",0
"Augmentation of revenues for food security bill needs to be watched out for: Manish Sonthalia, Motilal Oswal Securities",0
Aviva to raise stake in Indian joint venture to 49 per cent over an  'attractive' local market,1
"Even if India grows at 7%, it will be fastest growing major economy, ahead of China: Adrian Mowat",1
Govt efforts to lift GDP by 150 bps on a sustainable basis; positive on investment-related stocks: Dhiraj Agarwal,1
Growing fortunes of auto industry to benefit NRB Bearing; buy with a target of Rs 170: Devang Mehta,1
In for a shiny coat: Kansai Nerolac to be a major beneficiary of the expected auto sector revival,1
"IRB Infra could one of the outperforming stocks in infra space: Gaurang Shah, Geojit BNP Paribas Financial Services",1
Nomura pegs India's Q2 GDP growth at 5.9%; top 10 stocks that can return 24% in a year,0
"Valuations on the higher side, but India remains an attractive story in the long term: Hans Goetti, BIL",0
With 65% stock return PC Jeweller shines in a tough market with a focus on diamonds & exports,1
"BEL is a decent bet from the defence space based on an impressive order book: Neeraj Deewan, Quantum Securities",1
"ETFs invest Rs 1,235 crore in a week in India; EM index posts biggest weekly gain in 17 years",1
"MindTree on course to join $1-bn revenue club in next 5 years, but present valuations fairly rich: Girish Pai",1
PSU stocks look extremely attractive on hopes of reforms to be brought in by the new govt: Arindham Ghosh,1
Yes Bank Q4 net profit up by 19% at Rs 430 crore; to raise funds upto USD 500 million,1
Tobacco companies bolster a bruised FTSE,1
Gold at three-week high on Ukraine,1
"Sebi revokes restrictions against Foseco India, directors",1
10-year bond yield Soars to 8.8%,1
Claris Lifesciences promoter sells 10 lakh shares,-1
Police probe allegation about Sahara's threat to investors,1
Road developers surge after NHAI defers payments,1
"Spurt in LNG prices, under-utilisation, to hurt Petronet",1
Jet Airways trims losses in Q1; stock gains,1
British pound slips against buoyant Fed-boosted dollar,1
"Brent steady above $108 as Russia, Libya support",1
Weaker miners push Britain's FTSE lower; BP gains,1
NRI company files criminal complaint against Baring Asia,1
"Supply crunch, import curbs up Arecanut prices",1
Zinc falls 0.51% on global cues,-1
Emerging assets weaken after yuan devaluation,-1
What's behind the China's yuan devaluation,-1
"Yen plunge hurting, but more still to come",-1
"Investors fret Yahoo future, stock dips",-1
"World stocks hit one-month low, focus on Fed",-1
World stock markets slip as buying fervor cools,-1
"Won slips after weak data, lags regional peers",-1
Get out of Wipro: Ashwani Gujral,-1
"Wipros revenue from media, telecom down 3.1%",-1
Wipro slips for second session after Q2 results,-1
Import duty on wheat likely,-1
Wheat declines on increased supply,-1
Sebi bars Kolkata Weird Industries from raising funds,-1
Barclays 'Underweight' on Voltas,-1
"Voltas shares plunge on Q3 results, outlook",-1
Usha Martin Q4 loss at Rs 9.68 crore,-1
"Initial hype over, USE now low on volumes",-1
US crude prices fall sharply as inventory grows,-1
United Spirits shares fall; Credit Suisse downgrades,-1
Unitech falls on wider-than-expected quarterly loss,-1
Ultratech Sep quarter net slumps 54 pc,-1
Tyre makers continue to face cost pressure,-1
Twitter falls to lowest point since going public,-1
Turmeric futures slide 1.70 pc on weak demand,-1
"Iraqi turmoil hits Turkish assets, emerging markets lacklustre",-1
Tulip Telecom promoter pledges 23 lakh shares,-1
Torrent Power reports Rs 7.3 crore quarterly loss,-1
Titan shares fall as RBI limits foreign investment,-1
Thermax falls 1% as adjusted profit lags estimates,-1
Textile stocks are at the sideways: Deepak Mohoni,-1
Technology stocks will start falling slowly: Ashwani Gujral,-1
Tea stocks lose flavour on bumper Kenyan crop,-1
"Sluggish demand, currency swings may hit TCS profit",-1
TCS shares end lower ahead of earnings announcement,-1
Shareholders miffed at Tata Motors' missed payout,-1
Tata Communications shares down 3% on weak results,-1
"Taiwan stocks down, tracking global markets",-1
Suzlon Energy reports biggest quarterly loss,-1
5 global brokerages slash Sun Pharma targets,-1
"Sugar falls on mounting stocks, ample supply",-1
Emerging currencies slide as stocks decline,-1
"Wealthy investors exit stocks, get debt for safety",-1
Bearish for stock markets currently: Sandip Sabharwal,-1
Scotland split jitters send sterling to 10-month low,-1
Sterling dips after anti-EU party wins second by-election,-1
Sterling trades near 3-week lows versus rebounding dollar,-1
Bearish soyabean investors loose as market price rise,-1
South Korean shares briefly dip to 2-month low,-1
Sony to de-list shares from London Stock Exchange,-1
Small sugar declines on subdued demand,-1
Still bearish on SKS Microfinance: Rajat Bose,-1
Seek an exit from SKS Microfinance: Rajat Bose,-1
Fears of regulatory checks drag SKS Micro down,-1
Silver futures retreat 0.81 pc on global cues,-1
Silver falls 0.36% in futures trade,-1
"Silver falls 0.55% on profit-booking, global cues",-1
Silver weakens in futures trade on global cues,-1
Securities Appellate Tribunal upholds Sebi order against Sicom,-1
Five reasons why Sensex lost 426 points,-1
"Top five reasons Sensex fell below 27,500",-1
Four reasons Sensex tanked over 400 points intraday,-1
Four reasons Sensex tanked over 400 points intraday,-1
It is Sensexs third-worst Samvat in a decade,-1
Sensex in red; top ten stocks in focus,-1
"SBI net slumps 99% on bad loans, pensions",-1
Enforcement Directorate attaches Saradha Group assets,-1
"Won't recommend SAIL: Sandeep Wagle, APTART",-1
Sahara Housingfina stock slumps 3%,-1
Securities Appellate Tribunal disposes of Sahara appeal,-1
S&P 500 posts biggest weekly decline since 2012,-1
Rupee leads Asia forex slide on profit-taking,-1
Rupee trades lower against US dollar,-1
Rupee falls 32 paise against dollar,-1
Rupee at 1-month low; weak shares aid,-1
Rupee hits 2-week low on defence-related dollar demand,-1
Rupee seen lower on opening against dollar strength,-1
Rupee slightly weaker; fund flows watched for cues,-1
Rupee weakens by 41 paise after Fed tapering,-1
Rubber prices slump to 2009 lows,-1
Rubber imports to jump 10-15% on falling prices,-1
Rouble's woes spread to other ex-Soviet currencies,-1
Rolta India going through downtrend: Ashwani Gujral,-1
Ricoh India plunges 10% on poor Q1 results,-1
Rice basmati remains weak on sluggish demand,-1
Nomura says to cut back on Reliance Power,-1
Bearish on Reliance Communications: Deven Choksey,-1
Refined soya oil futures weaken as demand decline,-1
"Re touches two-week low, ends at 46.04/$",-1
One can short Ranbaxy: Ashuu Kakkarr,-1
Railway stocks extend losses on profit-booking,-1
Puravankara's real estate scheme not a CIS: Sebi,-1
Book profits in PSU banks: Prakash Diwan,-1
Prakash Industries in a big downtrend: Ambareesh Baliga,-1
All power stocks are looking weak: Rajat Bose,-1
Not bullish on power sector: Manish Sonthalia,-1
Potato futures remain weak on adequate supply,-1
Pistachio falls on subdued demand,-1
Avoid taking risks in pharma sector: Nitin Raheja,-1
Drug pricing policy negative for pharma cos: Brokerages,-1
Pepper futures down 1 pc on profit-booking,-1
Pantaloon shares slump as net loss widens,-1
OnMobile clearly in short-term downtrend: Deepak Mohoni,-1
Macquaries reiterates Underperform on ONGC,-1
Rise in subsidy burden may hit ONGC FPO,-1
"Bearish on OMCs: Sandeep J Shah, Sampriti Capital",-1
"Investors take cover amid Russia crisis, oil slide",-1
Oversupply in oil market to continue,-1
EU crisis push oil prices down,-1
Oil prices extend losses in Asian trade,-1
Oil prices hit new multi-year lows in Asia,-1
"Oil slips below $105 on oversupply, weak demand",-1
OBC net plummets 29% at Rs 257.84 crore,-1
Bearish on NTPC: Avinnash Gorakssakar,-1
"NTPC: Execution delays, fuel availability key concerns",-1
Lacklustre Nifty ends below 5250,-1
Nifty's market cap way behind global indices,-1
Sharp fall seen if Nifty breaks 5400,-1
Expect Nifty to head below 5950: Ashwani Gujral,-1
"Nifty can slip to 8,200 levels: Sandeep Wagle",-1
Nifty to face stiff resistance at 6800-6820 levels,-1
Structured deals involving Nifty options to disappoint investors,-1
"Nickel futures weaken on profit-booking, global cues",-1
Nickel futures slide 0.16 per cent on profit-bookings,-1
Nickel softens on global cues,-1
New Zealand dollar slips to five-month low,-1
Nestle India Q1 net drops 7 per cent,-1
Nestle's brand damage could be temporary,-1
NALCO stock dips over 8 pc on BSE,-1
Nagarjuna Construction Q3 net profit declines 15.5 pc,-1
Nagarjuna Agrichem Q2 net dips 26 per cent,-1
Mustard seed futures slip on selling pressure,-1
Mustard oil declines on subdued local buying,-1
MTNL fails to deliver every time: Hemen Kapadia,-1
MTNL snaps 18% post block deal on NSE,-1
MRPL plummets post weak September quarter results,-1
Mphasis is showing weakness: Rajat Bose,-1
MphasiS declines 5% after HP's poor guidance,-1
Motherson Sumi shares fall; BofA downgrades to 'neutral',-1
MOIL prospects dim on falling ore prices,-1
MOIL in a declining trend: Ashwani Gujral,-1
Miners tumble as Citigroup sees bigger commodity losses,-1
"Midcaps overvalued, vulnerable to further correction: Neeraj Dewan",-1
Underweight on metals and mining sector: BP Singh,-1
Metals will continue to remain weak: Sandip Sabharwal,-1
Cautious on metal stocks: IV Subramaniam,-1
Metal stocks are looking weak: Ashwani Gujral,-1
Mentha oil falls 0.35 per cent on profit-booking,-1
PwC report reveals MCX Staffs questionable endorsement pacts,-1
Can Nifty hit 7100? Bear mood grips markets,-1
"Sebi's P-Note diktat, uncertainty over reforms rattle markets",-1
Trend in markets to be choppy: Ashwani Gujral,-1
Political uncertainty may dampen market mood,-1
"Market tanks on global cues, earnings woes",-1
Be cautious while entering market:  IV Subramanium,-1
Volatility would continue in the market: Fayeza Hafizee,-1
Manali Petrochemicals Q4 net down 72.6 pc,-1
Man Infraconstruction drops 4% on promoter stake sale,-1
Maize futures fall over 2 per cent,-1
Mahindra & Mahindra slumps 3.3% after block deals,-1
Lupin Q4 results misses Street estimates; stock declines,-1
London copper slips to new six-year low,-1
Lead futures extend losses on sluggish demand,-1
Lead futures soften 0.19% on sluggish demand,-1
"Lead futures weaken on global cues, sluggish demand",-1
Proceed cautiously in Larsen & Toubro: Jagdish Malkani,-1
Lanco Infratech tanks 10% as Q4 results disappoints,-1
Calculus: Higher working capital weighs heavy on L&T,-1
Sell Kingfisher Airlines and United Spirits: Ashwani Gujral,-1
Kesoram Industries net loss widens in January-March,-1
Kaveri Seeds under bear attack?,-1
Kaveri Seeds tanks on Sebi audit order,-1
Margins profitability is suffering for JSPL: IDBI Capital,-1
JK Cement Q3 net dips 79%,-1
Jindal Steel is showing weakness: Deepak Mohoni,-1
JGBs edge down as investors monitor Greek situation,-1
Jeera futures fall 0.66% on low spot demand,-1
"Japanese shares lose steam, Asian shares slip",-1
Jaiprakash Associates is a risky bet: Mehraboon Irani,-1
Have bearish outlook on ITC currently: Kunj Bansal,-1
Currency headwinds weigh on IT stocks,-1
Structurally negative on IT sector: Girish Pai,-1
Don't see infra companies growing aggressively: IV Subramaniam,-1
"CNX IT Index below 20-DMA, as Infosys tanks",-1
"Infosys downgraded by UBS: Old concern, late realisation",-1
Bearish on Infosys: Gaurav Mehta,-1
Infosys shares end lower as top executive quits,-1
Industrial oils ease on lower offtake,-1
Industrial oil prices drop on weak demand,-1
Indian rupee weakens to lowest since March 4,-1
Deutsche Bank downgrades Indian equities to neutral,-1
Crisil sees Indian companies' EBITDA margins bottoming out,-1
Exit Idea immediately: Rajat Bose,-1
Hydropower companies look sluggish: Deepak Mohoni,-1
HUL shares down over 3% post Q4 earnings,-1
Bearish on Hindustan Unilever: Dipan Mehta,-1
Hindalco slumps over 6% on coal block woes,-1
"HDFC: Rate increases, falling demand may hit show",-1
HCL Technologies plunges nearly 9% post Q1 results,-1
Egypt uprising causes volatility in Gulf markets,-1
"Guarseed futures weaken on profit-booking, subdued spot demand",-1
Guargum prices fall 3.37% on weak overseas demand,-1
Guargum futures decline as participants trim positions,-1
Groundnut oil prices decline on lower demand,-1
Gold futures decline marginally as rupee gains,-1
Gold ends soft amid lacklustre demand,-1
Gold extends weakness on sluggish demand,-1
"Gold declines on sluggish demand, global cues",-1
Gold demand halves despite fall in prices,-1
Gold declines on poor buying amid global sluggishness,-1
Gold declines on sluggish demand amid global uncertainty,-1
"Gold drops on stockists selling, weak global cues",-1
"Gold extends losses as stronger equities, dollar weigh",-1
"Gold extends losses on stockists selling, global cues",-1
"Gold falls from 2-month high, physical buying lags",-1
Gold futures decline 0.23% on profit-booking; global cues,-1
"Gold holds below $1,300 on easing Ukraine concerns",-1
"Gold imports down in December, says trade body",-1
Gold steady below 3-week top; Fed meeting eyed,-1
Hedge funds have never hated gold this much,-1
Godfrey Phillips India Q4 Net down 35.94 pc,-1
CAG report: GMR Infra slips over 3%,-1
GMR Group under CBI lens,-1
Global markets cautious ahead of US payrolls data,-1
Global markets feel winter chill as uncertainties rise,-1
GE Shipping Q4 net plunges by over 93%,-1
Future Retail shares tank 5.6% on bourses,-1
Mistaken identity costs Future Group dear,-1
"Britain FTSE hits 2-month low, Admiral slumps",-1
Miners dent FTSE as Fenner slides,-1
"Britain FTSE edges lower, caution before ECB meeting",-1
"Britain's FTSE falls, election jitters dampen sentiment",-1
"Forex soft, with Fed outweighing migrant crisis worries",-1
Bearish on FMCG: IV Subramaniam,-1
FMCG Q3 profitability affected by surging input cost,-1
Fixed-income funds under Sebi scrutiny after huge outflows,-1
Analysts cautious on fertiliser stocks,-1
European stocks diverge as markets track Ukraine,-1
Orange weighs on European shares after Jazztel deal,-1
European shares dip ahead of Germany ZEW,-1
European shares edge lower after manufacturing data,-1
European shares edge lower after US sell-off,-1
European shares held back by weak German data,-1
European shares resume slide as Russia fears persist,-1
"European shares weaken after disappointing French, German data",-1
Far-left victory in Greece bruises European markets,-1
Europe shares dip after mixed manufacturing data,-1
Europe shares dip on report of stress-test failures,-1
"Europe shares sag after disappointing French, German PMIs",-1
Euro fails to hold Friday gains,-1
Euro weak ahead of ECB meeting,-1
Draghi drives euro to 4-1/2 year low,-1
Euro bears emboldened by cheapest dollars since 2008,-1
Euro hits 3-month low after German data surprise,-1
Euro slips in Asia on Portugal bank bailout,-1
Engineers India shares fall after IDFC downgrade,-1
Education is a volatile space: Deepak Mohoni,-1
"Edible oils decline on easing demand, adequate supply",-1
"Edible oils weak on global cues, stockists selling",-1
"Edible oils weak on global cues, stockists selling",-1
"Dr Reddy extends falls; Morgan Stanley, BofA downgrade",-1
Dollar turns defensive on retail sales disappointment,-1
Dollar edges down in Asia trade,-1
"Dollar slips after weak US Sales, job data",-1
Over 5.6% stake in Dish TV pledged,-1
Dhaniya futures contract under regulatory glare,-1
Remain cautious on defence stocks: IV Subramaniam,-1
DB Realty defers announcement of financial results,-1
Currency markets likely to be choppy,-1
Crude oil futures down on weak Asian cues,-1
Crude oil: A tale of two crashes,-1
Crude oil plunge sends global equity markets tumbling,-1
Credit Suisse to wind down commodities trading,-1
Coriander futures fall further on adequate supplies,-1
Client default fears rise in coriander futures trade,-1
Coriander futures decline 1.14 pc on sluggish demand,-1
Copper futures fall 0.15% on profit-booking,-1
Copper futures down on weak global cues,-1
Copper futures fall 1.13% on global cues,-1
Copper prices dive amid low overseas trends,-1
Copper futures decline 0.15 pc on global cues,-1
Copper softens on global cues,-1
Copper falls in futures trade on global cues,-1
Copper weakens in futures trade on global cues,-1
Commodity exchange April-November turnover drops by 48%,-1
Commexe Q1 turnover dips 65%: FMC,-1
Commexe turnover dips 70 per cent,-1
Commexes' turnover dips 70 per cent,-1
Coal India down 2.5% on disappointing earnings,-1
China yuan slips as PBOC signals range-bound trading,-1
"China yuan slips, seen rangebound in short term",-1
China shares down in morning trade,-1
China shares end down as investors stay cautious,-1
"Chilli teja futures hit lower circuit, plunges 4%",-1
Chana futures extend losses on sluggish demand,-1
Higher supply drags down chana futures 0.40%,-1
"Ample supply, profit-booking hurt chana futures, shed 2.36%",-1
Central Bank of India Q3 net dips 13%,-1
Cement shares fall after freight rate hike,-1
"Subdued demand, oversupply to weigh on cement industry",-1
Caustic soda declines on reduced offtake,-1
Caustic soda prices decline on reduced offtake,-1
Castor seed prices drop in futures trade,-1
Cashew prices decline on subdued demand,-1
Cashew prices decline on subdued demand,-1
Cardamom futures down on weak demand,-1
Cardamom futures decline 0.47% on sluggish demand,-1
Cardamom futures decline 0.53% on subdued demand,-1
Cardamom futures extend losses on adequate stocks,-1
Cardamom futures extend losses on sluggish demand,-1
Cardamom futures fall 0.40% on sluggish demand,-1
Cardamom futures fall 0.50 pc on profit booking,-1
Cardamom prices soften 0.34% on profit-booking,-1
Canara Bank shares fall; HSBC cuts to 'underperform',-1
Cairn India falls on Vedanta deal delay,-1
Cairn India falls 2.2% after Brent crude drops,-1
Cairn India falls 1.8% on ex-dividend day,-1
Cadila slumps after Citi downgrade,-1
Senior BSE veterans head for exit,-1
"Brent crude near bearish territory, down over 19%",-1
Morgan Stanley slashes Brent price forecasts,-1
Brent drops below $97 on rising supply,-1
Brent slips below $110 after Ukraine election,-1
Brent dips toward $107 as ample supplies weigh,-1
Brent falls below $109 as Libya restarts oilfield,-1
Brent hovers below $103 as ample supply weighs,-1
BPCL falls over 3%; refining below expectations,-1
"BP shares plunge, US threatens new penalties",-1
Bosch's March quarter net slides 11.90%,-1
Bosch reports 19% fall in profit for October-December,-1
Bosch: Automotive business pulls down revenues and profits,-1
Crunch time in bond market this week,-1
Birla Corporation Q3 Net falls 50%,-1
Biocon shares fall after July-September earnings,-1
BHEL falls; HSBC downgrades to 'reduce',-1
Dependence on power sector may hit BHELs margins,-1
Bharti Airtel slips on increasing VoIP rates,-1
BGR Energy is a short sale: Deepak Mohini,-1
Basmati rice remains weak on increased arrivals,-1
Base metals remain weak on global cues,-1
Select base metals fall on lower global trend,-1
Base metal futures drop on global cues,-1
Barley futures slip on profit-booking,-1
Barley futures fall on subdued demand,-1
"Avoid bank stocks: Prateek Agarwal, ASK Investment Managers",-1
Bank of Baroda falls on MSCI deletion,-1
"Balrampur Chini looking weak: Deepak Mohoni, Director, trendwatchindia.com",-1
Turbulence hits aviation stocks as reform hopes fade,-1
Caution advisable in auto stocks: Dilip Bhat,-1
AstraZeneca pegs back Britain's FTSE after takeover snub,-1
Erratic gas supply hits Assam tea production,-1
"Asian shares pressured by Wall Street, geopolitical tensions",-1
Asian shares tread cautiously after Brack Obama speech,-1
"Fraud, financial distress fuel Asian corporate blow-ups: CLSA",-1
Renewed global economy fears hit Asia markets,-1
Bearish on Ashok Leyland: Gaurang Shah,-1
"Arhar, its dal prices ease on sluggish demand",-1
"Arhar, its dal trade lower in thin trade",-1
ArcelorMittal sees slower steel demand in 2nd half,-1
Apple's momentum 'meltdown' bites investors,-1
Apple shares slide in $9.5 billion turnover,-1
Amtek Auto tumbles on default fears,-1
Aluminium futures down on overseas trend,-1
Aluminium futures weaken on global cues,-1
Aluminium futures down 0.88% on global cues,-1
Aluminium futures soften 0.16% on global cues,-1
Almond futures extend losses on increased supply,-1
Almond declines on reduced offtake,-1
Almond prices decline on reduced offtake,-1
Airline stocks fall as crude prices surge,-1
NCDEX hikes transaction charges on agri-commodities,-1
Monsoon Impact: Agri futures hit lower circuit,-1
ACC net dips 31% in 2010,-1
ACC net profit down 7% in April-June,-1
ACC operating profit may lag estimates: StarMine Report,-1
Cautious on ABB: Gaurav Mehta,-1
Little cautious on ABB: Avinnash Gorakssakar,-1
"ABB: Fewer orders, rising input costs hurt profits",-1
"10-yr bond pares early gains, tracking EM assets",-1
10-yr bond retreats from one-year high on profit-taking,-1
10-year bond falls on profit-booking,-1
10-year bond yield off 13-month low on profit-booking,-1
Nandan Nilekani resigns as UIDAI chief,0
Tokyo stocks slip 0.13% by break,0
Steel prices end quiet in thin trade,0
Osian's Art Fund approaches Tribunal against Sebi order,0
MFs get Sebi warning for violating investor norms,0
Sebi bars three firms from mobilising public money,0
Exporters slump on rupee strength,0
Pulse prices show a mixed trend,0
Over 275 independent directorships vacant at NSE-listed companies,0
Pre-market: Nifty seen opening lower; inflation data eyed,0
Network18 group CEO B Sai Kumar quits,0
MTNL CMD Sinha quits; controversy rages on,0
Milestone Capital withdraws IPO application,0
GO short on midcap stocks: Ashwani Gujral,0
Cost pressures to continue over next quarter: IL&FS,0
Dish TV Q3 loss at Rs 38.25 crore,0
Major currencies eerily calm as geopolitical risk lingers,0
Consumers wont benefit from commodity price dip,0
Recommend to hold Cipla: Mayuresh Joshi,0
Chinese yuan nearly flat after APEC summit,0
Bombay Stock Exchange suspends trading in 49 companies,0
Zinc succumbs to profit-booking; softens 0.18 per cent,-1
"3 Sebi staff being probed in bribery, other cases",-1
Aluminium futures weaken by 0.08% on low spot demand,-1
Ample stocks drag down mentha oil futures by 1.51%,-1
Analyst View: Frontline banking stocks trading below psychological levels,-1
Andhra Bank net profit down 36% as provisions doubles,-1
Appreciating rupee responsible for CNX IT downfall: Pankaj Pandey,1
ARM leads FTSE lower; investors cautious before Scotland votes,-1
Ashok Leyland Q3 net loss at Rs 167 crore,0
Ashok Leyland reports Rs 25 crore loss in Q2,0
Asia shares edged lower ahead of US jobs figures,-1
Asia stocks slip as China service data sours mood,-1
Asian shares fall as Malaysia jet downing hits sentiment,-1
Assocham urges government to probe price manipulation at NCDEX,-1
AstraZeneca Pharma Q1 net loss at Rs 8 crore,0
Aurobindo Pharma's longer term trend turned down: Deepak Mohoni,-1
"Australia shares dip to 2-week lows on banks, miners",-1
Australian dollar drops to 5.5-year low after ECB move,-1
Australian dollar hits 4-1/2-year low on China growth worries,-1
